Name,Age,Gender,Hours_Studied,IQ,Physics_Marks,Math_Marks,Chemistry_Marks,Has_Part_Time_Job,Study_Hours_Group
Allison Spears DVM,19,Female,2.091592123996287,145,63,55,97,False,Low
Sara Orozco,36,Female,7.798960607729915,135,50,41,59,False,High
Andrea Garcia,38,Male,9.690345382255241,113,67,49,69,True,High
David Vasquez,30,Male,8.169866153527297,144,59,44,62,True,High
Lisa Miller,44,Female,6.704472219614831,84,86,80,63,False,High
Gerald Gardner,25,Female,1.9673957086185396,118,85,63,100,False,Low
Joshua Rodriguez,19,Male,6.0490548802127,147,90,84,86,False,High
Joel Norton,29,Female,6.354506748628762,130,40,100,64,False,High
William Perkins,40,Male,7.169888662294673,92,47,70,91,True,High
Paul Wright,45,Female,2.3220042664342913,95,66,56,50,False,Low
Gary George,32,Male,9.423609214849293,88,93,94,75,False,High
Dale White,38,Female,6.139614959354005,92,98,77,66,True,High
Gabriel Jordan,20,Female,7.877030857656112,96,73,95,75,False,High
Lynn Turner,32,Female,9.127761611363344,148,49,69,48,False,High
Ellen Henderson,36,Male,2.6910522996190744,113,60,60,72,False,Low
Austin Brennan,23,Male,8.53006390808837,102,50,60,79,False,High
Karen Morrow,18,Male,3.025861550947002,82,66,98,64,False,Low
Marissa Hamilton,44,Male,7.704541236841997,116,97,88,98,False,High
Katie Cochran,20,Female,5.0622019911022536,126,97,58,45,False,High
Raymond Mayo,29,Male,8.99084989544997,138,75,61,78,False,High
Patrick Lamb,28,Female,1.2534215273934473,145,44,89,68,False,Low
Regina Jackson,24,Male,3.879950628880506,80,96,82,53,False,Low
Lisa Heath,38,Female,1.0404529735583627,130,59,41,70,False,Low
Laura Stewart,38,Male,3.2934067709833315,96,86,88,76,True,Low
Sharon Bond MD,36,Male,3.8649042701701513,105,76,78,55,False,Low
Charles Li,33,Female,8.620179050771728,118,84,41,41,False,High
John Gonzalez,30,Female,1.0814244762557088,91,53,74,81,True,Low
Megan Morgan,26,Female,3.881273025024139,86,96,58,94,True,Low
Alexander Brown,27,Male,5.015880121887366,128,74,92,56,False,High
Jonathan Gardner,42,Male,3.117406828837881,102,57,80,43,False,Low
Kristi Allen,18,Male,7.570235393490231,118,86,45,86,False,High
Trevor Lee,32,Male,4.774620964021711,141,76,73,74,True,Low
Jonathan Diaz,39,Male,4.7501986927370226,128,67,100,71,True,Low
Rodney Baker,23,Male,9.837093961986096,149,73,99,88,True,High
Allison Barber,36,Male,5.19236296501924,133,58,46,91,False,High
Brian Duncan,33,Female,3.348052001850753,107,45,83,46,True,Low
Alexandra Williams,29,Male,9.477172669775205,115,99,71,56,False,High
Jeffrey Henderson,37,Male,8.699557516254364,104,100,81,53,True,High
Heather Jones,40,Female,6.373070260113314,98,92,96,66,False,High
Teresa Nguyen,25,Female,5.992437221583308,122,55,82,69,False,High
Evan Fisher,30,Female,3.752550688704966,95,88,90,53,True,Low
Nichole Crawford,32,Male,2.3335207490194887,117,78,49,91,False,Low
Rhonda Jones,41,Female,7.397275457845812,136,42,63,50,False,High
Bradley Snow,39,Male,1.9670550081054219,125,96,91,59,True,Low
Jeffrey Morton,21,Male,8.36498830022992,103,40,47,73,False,High
Joseph Ponce,36,Male,4.634056227632275,136,40,79,87,False,Low
Julian Perkins,33,Male,4.734774481876638,108,64,95,48,False,Low
Jesse Carroll,23,Male,9.078796341670738,100,73,74,61,True,High
Nancy Flores,30,Female,8.536576616878628,123,96,61,66,False,High
Daniel Marsh,25,Female,2.439262051083058,133,43,93,67,True,Low
Anthony Abbott,26,Female,6.75321817272688,133,57,48,95,False,High
Donna Evans,45,Male,8.199738958232846,112,69,50,93,True,High
Mark Sanchez,36,Female,1.0687313925860642,93,48,67,41,True,Low
Laura Smith,27,Female,8.365838955552084,103,55,99,42,True,High
Cameron Smith,25,Male,8.271154436119946,106,75,100,85,False,High
Frances Dunn,23,Male,9.92609876814076,113,100,42,61,True,High
Noah Heath,18,Male,1.8170270260358559,118,93,57,61,True,Low
Emily Taylor,29,Female,2.8596946592402905,118,40,54,77,False,Low
Christopher Moore,43,Male,9.55937299214641,114,94,42,56,True,High
Steven Trujillo,42,Female,7.140156560877143,88,94,90,77,True,High
Jamie Roth,24,Male,1.7037374100992082,85,49,75,49,False,Low
Craig Singleton,43,Male,2.391911019267762,102,99,94,61,True,Low
Brittany Fleming,41,Female,1.4428726177713402,134,82,56,96,False,Low
Melvin Marshall,24,Female,2.5180970734617185,113,51,63,81,True,Low
Brittney Diaz,42,Male,2.2162507616820895,149,84,84,74,True,Low
Scott Harrell,40,Female,8.540405355206236,89,45,43,53,False,High
Lindsay Snyder,18,Male,6.091251080784631,97,89,61,51,True,High
Michael Harvey,26,Female,8.617566656957143,139,71,56,93,False,High
Robert Lyons,24,Female,3.899857003088533,86,41,45,78,False,Low
Rachel Rodgers,21,Male,2.3045816807041932,140,61,63,89,True,Low
Claudia Davenport,18,Female,8.489527312615326,103,56,90,78,True,High
Elizabeth Jones,30,Male,9.774622475289386,135,55,42,70,True,High
Caroline Humphrey,42,Male,5.23766994553895,130,69,75,87,False,High
Bobby Ellis,33,Male,4.864845761420051,124,61,73,68,False,Low
Elijah Roberts,24,Female,7.226694217131209,109,97,43,63,False,High
Lori Ruiz,45,Female,7.637200298987452,96,77,79,77,True,High
Peter Stafford,19,Male,8.59633982069257,98,69,86,42,True,High
Brandy Morton,19,Male,8.050071829205496,130,84,64,61,True,High
Sandra Fuller,42,Female,4.682555174666586,111,59,94,60,False,Low
Kevin Johnson,40,Female,6.017897857961838,81,66,47,81,False,High
Gary Sullivan,33,Female,9.379282767759678,117,98,43,66,True,High
Rachel Harvey,31,Male,2.7592908869742665,91,95,81,59,True,Low
Robert Vega,18,Female,7.994728481200501,136,66,46,92,True,High
Ryan Jimenez,37,Male,9.758519183331,88,65,70,80,False,High
Jose Collins,39,Male,6.679253226177283,150,74,41,70,True,High
Lisa Bell,26,Male,8.189427104320048,132,55,40,99,False,High
James Barron,43,Male,7.711812803601833,96,68,91,64,False,High
Zachary Henderson,34,Male,7.911743259728325,115,91,53,76,True,High
Peter Mitchell,26,Male,2.144534394187306,82,92,92,100,True,Low
Mark Mcbride,35,Male,8.336555722507956,92,52,42,77,True,High
Kelsey Miller,40,Male,3.5393702299937653,127,83,44,77,True,Low
Wanda Romero,30,Female,8.51179793172999,98,94,70,77,False,High
Jennifer Bush,45,Male,1.1438623927991531,82,75,63,84,True,Low
Randy Jimenez,23,Female,3.2260973952800667,113,50,53,52,False,Low
Emily Davis,44,Female,3.274901799361217,92,72,79,65,False,Low
Barry Suarez,25,Female,6.091127098678345,108,93,56,63,False,High
Elizabeth Cabrera,35,Female,3.0229051248946237,129,92,74,91,False,Low
George Delacruz,23,Female,3.0799232510258294,96,43,55,59,True,Low
Kevin Shepherd,29,Male,5.0799333277087,81,92,56,90,True,High
Randy Rose,32,Male,1.549903105374446,114,51,59,48,True,Low
Cindy Lewis,18,Male,5.252924693584821,105,79,81,48,True,High
Mario Hill,42,Female,4.723483931877762,136,61,80,59,False,Low
Vanessa James,33,Female,3.804746863417953,115,46,80,54,False,Low
Alex Wallace,32,Male,3.704209459932963,91,56,73,66,False,Low
David Richard,35,Female,4.891008787986898,124,63,72,76,True,Low
Michele Hodges,19,Female,1.6293405406245505,132,61,65,64,False,Low
Andrea Davidson,29,Male,1.252538939686199,110,96,90,53,False,Low
Ashley Mcdonald,39,Male,3.630492427489708,126,65,83,87,True,Low
Isaac Burton,20,Female,4.763812563870702,102,60,42,83,False,Low
Jacob Pearson,42,Female,5.339343232538222,106,52,48,41,True,High
Mark Lane,35,Male,3.603887954693432,98,54,95,85,False,Low
Angela Hall,45,Female,4.239302760678558,85,66,64,95,False,Low
Brad Collins,41,Female,3.0802828490348624,126,70,52,66,False,Low
Mary Martinez,31,Female,2.193021677786248,127,72,86,61,False,Low
Scott Welch,36,Male,5.317686064028506,113,95,99,63,False,High
Olivia Humphrey,45,Male,1.5486874921219074,80,94,59,67,False,Low
Catherine Bennett,28,Female,6.796881781938762,83,41,42,67,False,High
Megan Morrison,27,Female,2.6336718338129157,86,50,47,94,True,Low
Micheal Burns,36,Female,2.310493880965732,133,84,41,85,False,Low
Kevin Moore,27,Male,6.837443579295707,139,48,72,59,False,High
Jacob Howell,27,Female,4.763262036834384,123,58,50,96,False,Low
John Townsend,32,Male,7.92877305514771,138,99,96,92,True,High
George Rhodes,18,Female,5.649235204189182,146,87,43,95,False,High
Cody Kim,32,Female,4.74193160864114,82,74,63,71,False,Low
Tanya Adams,26,Female,1.6621382065607722,121,80,81,99,False,Low
Anna Kennedy,44,Female,6.556630503648849,91,66,80,52,True,High
Debra Bowers,19,Male,7.053840878370858,117,62,44,87,True,High
Brian Brewer,40,Male,3.792133332682821,106,84,58,71,False,Low
Jason Harper,32,Male,8.387128210529479,107,97,50,54,False,High
Kathryn Kennedy,45,Female,3.333355825428415,98,78,81,59,True,Low
Robert Johnson,30,Female,6.200946509655346,99,40,42,78,True,High
Nicholas Robinson,23,Female,8.879609747708798,144,61,51,98,False,High
Mikayla Baker,43,Female,9.186231646480314,142,60,72,93,True,High
Jonathan Norman,38,Male,7.225458720520992,132,62,94,41,True,High
Michael Rice,38,Male,1.1917642029940172,92,94,79,97,True,Low
Dorothy Murphy,18,Female,8.579389368767986,110,59,65,53,False,High
Thomas Harrington,22,Female,7.886012896180851,107,51,48,54,True,High
Thomas Fitzgerald,27,Male,8.76674565780271,94,65,95,55,True,High
Sabrina Miller,25,Female,2.568451813226029,116,69,72,79,True,Low
Michael Beltran,41,Female,7.634709789225611,147,71,54,51,True,High
Jennifer Williams,34,Male,2.19099193680714,129,56,79,93,True,Low
Justin Snyder,37,Female,3.001751278497542,95,47,55,81,True,Low
Danielle Le,40,Male,2.6676542688978753,89,88,92,96,False,Low
Trevor Harris,45,Male,8.823433287452142,93,92,93,63,True,High
Mandy Warner,39,Male,6.33344397213799,114,44,78,98,True,High
Taylor Pope,42,Male,1.9975573833117304,116,71,60,83,False,Low
Edward Dean,41,Female,2.707462302649353,127,93,43,40,False,Low
Samuel Cook,38,Male,8.40038009970991,144,64,93,96,True,High
Andrea Perkins,26,Female,5.0167582009584795,90,99,90,74,True,High
Roberto Thomas,22,Male,5.330014153731204,106,58,86,98,True,High
Eric Cunningham,21,Female,7.432616995518031,106,58,99,74,False,High
Jeffrey Wade,42,Female,8.741301068141254,142,86,52,52,False,High
Mrs. Colleen Smith MD,20,Female,4.03226372523857,104,73,68,99,True,Low
Shelby Gould,30,Male,6.3696329548337225,87,45,47,97,True,High
Brian Love,19,Female,8.279976177052358,87,44,81,55,True,High
William Schultz,39,Female,3.8795414424367136,118,74,95,97,False,Low
Amy Sims,38,Male,8.894022349152902,143,87,97,50,False,High
Carol Howell,22,Female,4.274795990070492,83,64,82,93,True,Low
Patrick Bartlett,33,Male,2.073601469446994,120,95,68,43,False,Low
Clinton Hunt,30,Female,7.5702955881308265,113,50,56,77,False,High
Caroline Jenkins,31,Male,8.344114977969486,108,65,62,88,False,High
Diana Guzman,28,Male,7.571921896866343,95,71,76,74,False,High
Jason Black,42,Female,3.833074332250871,132,90,75,66,True,Low
Jeffrey Hines,44,Female,6.772430531257075,82,54,46,86,True,High
Mary Levy,23,Male,2.445353001639906,117,68,42,97,False,Low
James Warren,32,Male,3.6077032799837916,92,69,67,70,True,Low
Shirley Parker,32,Male,4.668942278409651,83,53,41,52,True,Low
Samuel Wood,38,Female,8.997301556205962,112,92,77,70,True,High
Cheyenne Arias,30,Male,4.755782447062171,104,46,53,85,True,Low
Craig Callahan,42,Male,8.566163492868526,108,88,63,67,True,High
Scott Miller,27,Female,3.18172667940447,93,78,62,82,False,Low
Alvin Evans,30,Male,3.707551171380921,132,77,64,97,True,Low
Tina Sellers,40,Female,5.734080155909918,118,57,46,54,True,High
Kayla Stout,28,Female,2.2492017485749622,150,55,65,58,False,Low
Kenneth Schultz,20,Female,4.2979163677524355,121,67,99,94,False,Low
Connor Li,21,Male,1.293064692722538,134,47,48,73,True,Low
Austin Ray,24,Female,3.871695627196263,98,66,90,44,False,Low
David Sanchez,36,Female,6.936352706407707,136,88,48,86,True,High
Melanie Coffey,45,Female,8.024538869202768,99,80,81,53,True,High
Victor English,20,Male,2.1861256236472535,128,80,50,85,True,Low
Jenny Mayo,30,Female,9.289351163865506,136,56,54,63,False,High
Shelby Mccormick,36,Female,2.732623938803778,132,70,84,87,True,Low
Lindsey Perry,27,Male,3.7983042395934024,87,81,63,99,False,Low
William Cox,33,Female,7.83772371062868,96,59,82,96,True,High
Courtney Dennis,44,Female,8.952687762132898,85,57,98,93,True,High
Aaron Higgins,33,Female,1.1367934019089954,144,52,89,80,False,Low
Karen Butler,36,Female,7.530370450962089,135,54,50,89,True,High
Ariana Morris,23,Male,5.331188110244325,122,72,60,63,False,High
Erika Foley,44,Female,8.173228828230656,132,43,68,42,True,High
Vanessa Gray,29,Female,8.784998947750909,143,79,95,50,False,High
Susan Bowers,28,Female,8.09921584196898,145,50,43,43,True,High
Cheryl Carpenter,36,Female,1.422773497778251,148,95,52,67,True,Low
Richard Robertson,36,Male,2.97996322116039,133,65,91,50,True,Low
Kevin Diaz,45,Male,6.392511800001169,148,49,92,55,True,High
Amy Vargas,23,Male,4.721942317351086,95,83,46,97,False,Low
Rebekah Williams,21,Male,1.082817484025755,91,59,90,69,False,Low
Jack Williams,36,Female,3.6703015126600977,87,78,87,93,True,Low
Tommy Nichols,44,Female,7.048563379408961,99,67,64,42,True,High
John Martin,35,Female,1.0323701855827205,98,42,42,93,True,Low
Alexis Wagner,30,Female,8.213565711563044,101,65,91,87,True,High
Mr. Bryan Faulkner,43,Male,8.322378396718602,104,88,92,97,False,High
Leslie Harrison,23,Male,3.1140644745336443,129,79,95,59,False,Low
Jon Dennis,18,Male,5.09847472296198,104,89,73,87,False,High
Jade Sellers,30,Female,8.864846066260707,83,74,56,99,True,High
Douglas Dean,24,Male,9.138835123621048,81,60,58,54,True,High
William Charles,29,Female,1.4941651471632267,122,63,59,90,True,Low
Kathryn Lawson,24,Male,5.2577976927705325,81,77,86,99,False,High
Erin Strickland,32,Female,7.441247134058521,96,98,92,52,True,High
Jennifer Rodriguez,37,Male,2.750247297961978,85,97,52,67,False,Low
Sean Sanchez,37,Male,4.8593880464064565,98,92,56,98,True,Low
William Fox,30,Male,1.738073264581697,111,54,75,82,True,Low
Tiffany Fields,19,Female,3.1618424027642265,102,68,95,64,True,Low
Shelly Watkins,39,Male,5.943777929713456,138,63,59,64,True,High
Christy Douglas,20,Male,6.716950903214607,120,41,71,48,True,High
Sydney Salazar,39,Male,7.384468399715466,80,88,40,69,True,High
Cindy Parker,22,Male,5.338063833500678,134,72,84,77,True,High
Joshua Perez,34,Female,9.0259271007496,90,85,74,72,True,High
Anthony Sims,39,Male,8.83674366809895,121,84,54,59,True,High
Alicia Vasquez,22,Male,4.940907981261207,133,93,95,85,False,Low
Jeffrey Wagner,25,Female,5.084199711101095,90,65,77,55,True,High
Lisa Bush,39,Male,1.3229055481739525,122,91,45,82,True,Low
Patricia Johnston,26,Female,3.6337495111790044,110,75,56,43,True,Low
Kyle Washington,44,Male,2.00446796117731,142,46,59,56,True,Low
Amanda Griffith PhD,19,Male,3.5809228927144456,80,50,46,87,True,Low
Melinda Conner,27,Female,9.046339595100308,109,83,44,97,True,High
Jamie Lewis,30,Female,3.998813347542532,120,43,45,67,True,Low
Mathew Tate,38,Male,4.895958385118954,121,85,84,54,True,Low
Wesley Campbell,24,Male,7.146330528359355,101,87,93,69,True,High
Elizabeth Knox,39,Male,7.043047873263405,133,66,63,68,False,High
Mary Williams,32,Male,9.394213335008292,89,92,86,100,False,High
Grace Bowers,30,Male,3.4358424130795835,85,68,92,46,False,Low
Megan Franklin,34,Female,3.838578672366344,141,91,94,46,True,Low
James Shelton,42,Female,1.9375490173149617,117,85,79,51,True,Low
Sandra Bush,23,Male,5.03629638720454,141,40,72,94,False,High
Denise Warren,44,Female,9.6727436655998,100,43,59,93,False,High
Bradley Mata,20,Male,9.027879406964663,90,51,94,78,True,High
Victoria Page,35,Female,8.082831356981025,83,55,83,88,True,High
Christopher Thomas,26,Female,9.306879695754102,130,51,100,66,False,High
Justin Smith,29,Male,3.857663573401039,90,77,49,48,True,Low
Donald Higgins,19,Female,4.652055462181371,80,97,60,64,False,Low
Oscar Martinez,43,Male,6.925035111965845,137,95,50,50,True,High
Patricia Kelly,32,Male,1.9649004109911234,148,56,60,58,True,Low
John Gonzalez,34,Female,3.326021619533049,108,96,92,98,False,Low
Scott White,34,Female,4.892513095209764,150,55,98,100,True,Low
Karen West,21,Female,3.7648146179868913,149,100,47,48,True,Low
Holly Jenkins,23,Female,3.1069507476952616,142,82,96,55,True,Low
Angela Cook,18,Female,3.983682293416719,100,68,42,65,True,Low
Anne Chang,21,Female,8.914512395572139,147,78,85,88,True,High
Lindsey Nguyen,43,Female,6.978891831059714,112,45,63,82,True,High
Paul Butler,38,Male,7.843828924470132,141,79,56,69,True,High
Derrick Baldwin,18,Male,8.078633446255647,133,98,85,57,False,High
Julie Miranda,44,Female,1.958305712992519,80,72,96,78,True,Low
William Valentine,30,Male,8.296229597422307,102,90,76,98,False,High
Curtis Richard,25,Male,4.748865018399514,144,45,45,83,False,Low
Michael Brooks,33,Male,6.208976021702041,116,52,67,64,True,High
Matthew Melendez,19,Female,8.119112754673875,102,54,93,95,True,High
Joshua Meadows,25,Female,3.516137552966403,89,56,73,100,True,Low
Jon Thornton,20,Male,8.391899178962202,137,65,89,88,True,High
Tammy Dawson MD,31,Male,2.094686035002271,147,82,66,47,False,Low
Alicia Lowe,35,Female,1.5564361678040766,116,99,98,96,True,Low
Matthew Adkins,23,Male,6.117003278145644,116,69,61,66,False,High
Ryan Kennedy,33,Male,8.818895242638549,149,57,85,86,True,High
Heather Murray,43,Female,3.48821365014145,122,83,64,72,True,Low
Amber Merritt,38,Male,2.7771215042107324,138,66,87,73,False,Low
Gina Rodriguez,33,Male,2.8310850466495836,123,90,43,43,False,Low
Brenda Murphy,44,Female,5.326736315042782,84,41,47,67,False,High
Kristin Campbell,40,Female,9.545227408238611,101,82,45,75,False,High
Gregory Larson,37,Male,9.097865936728942,146,46,69,62,False,High
Jonathan Hopkins,33,Female,7.115117796917544,149,50,79,53,False,High
Anthony Oconnor,20,Male,1.8704962889575452,149,68,91,90,False,Low
Kenneth Mack,21,Female,3.934762516874568,83,69,76,72,False,Low
Andrea Webb,36,Female,8.296376114637285,92,88,84,79,True,High
Carlos Woods,30,Male,4.851786978953782,106,48,77,93,False,Low
Ryan Goodman,19,Female,6.963658674932218,129,85,83,67,True,High
Robert Jackson MD,41,Male,3.521010873816934,131,44,96,69,True,Low
Donald Bennett,44,Male,4.224703539428981,107,84,95,59,False,Low
Charles Thompson,35,Female,5.0311782531802685,99,89,74,85,False,High
Thomas Mcneil,20,Male,8.354989524728882,142,65,50,86,False,High
Jesse Charles,26,Male,1.89371764000399,123,84,56,94,False,Low
Dawn Brown,23,Male,2.9621331385239293,146,91,76,42,False,Low
James Sosa,34,Female,4.995738260922748,125,70,96,86,True,Low
Nicole Caldwell,35,Female,6.26817265981391,121,57,88,71,True,High
Cory Walker,41,Female,6.484111181462985,134,82,82,99,True,High
Bradley Cherry,26,Male,5.521606683669213,80,89,68,46,True,High
